dataset,instancia,n,R,archivo
peor-caso-bt,BT-PC-98,98,941192,instancias/peor-caso-bt/BT-PC-98.txt
peor-caso-bt,BT-PC-99,99,970299,instancias/peor-caso-bt/BT-PC-99.txt
peor-caso-bt,BT-PC-100,100,1000000,instancias/peor-caso-bt/BT-PC-100.txt
peor-caso-bt,BT-PC-101,101,1030301,instancias/peor-caso-bt/BT-PC-101.txt
peor-caso-bt,BT-PC-102,102,1061208,instancias/peor-caso-bt/BT-PC-102.txt
peor-caso-bt,BT-PC-103,103,1092727,instancias/peor-caso-bt/BT-PC-103.txt
peor-caso-bt,BT-PC-104,104,1124864,instancias/peor-caso-bt/BT-PC-104.txt
peor-caso-bt,BT-PC-105,105,1157625,instancias/peor-caso-bt/BT-PC-105.txt
peor-caso-bt,BT-PC-106,106,1191016,instancias/peor-caso-bt/BT-PC-106.txt
peor-caso-bt,BT-PC-107,107,1225043,instancias/peor-caso-bt/BT-PC-107.txt
peor-caso-bt,BT-PC-108,108,1259712,instancias/peor-caso-bt/BT-PC-108.txt
peor-caso-bt,BT-PC-109,109,1295029,instancias/peor-caso-bt/BT-PC-109.txt
peor-caso-bt,BT-PC-110,110,1331000,instancias/peor-caso-bt/BT-PC-110.txt
peor-caso-bt,BT-PC-111,111,1367631,instancias/peor-caso-bt/BT-PC-111.txt
peor-caso-bt,BT-PC-112,112,1404928,instancias/peor-caso-bt/BT-PC-112.txt
peor-caso-bt,BT-PC-113,113,1442897,instancias/peor-caso-bt/BT-PC-113.txt
peor-caso-bt,BT-PC-114,114,1481544,instancias/peor-caso-bt/BT-PC-114.txt
peor-caso-bt,BT-PC-115,115,1520875,instancias/peor-caso-bt/BT-PC-115.txt
peor-caso-bt,BT-PC-116,116,1560896,instancias/peor-caso-bt/BT-PC-116.txt
peor-caso-bt,BT-PC-117,117,1601613,instancias/peor-caso-bt/BT-PC-117.txt
peor-caso-bt,BT-PC-118,118,1643032,instancias/peor-caso-bt/BT-PC-118.txt
peor-caso-bt,BT-PC-119,119,1685159,instancias/peor-caso-bt/BT-PC-119.txt
peor-caso-bt,BT-PC-120,120,1728000,instancias/peor-caso-bt/BT-PC-120.txt
peor-caso-bt,BT-PC-121,121,1771561,instancias/peor-caso-bt/BT-PC-121.txt
peor-caso-bt,BT-PC-122,122,1815848,instancias/peor-caso-bt/BT-PC-122.txt
peor-caso-bt,BT-PC-123,123,1860867,instancias/peor-caso-bt/BT-PC-123.txt
peor-caso-bt,BT-PC-124,124,1906624,instancias/peor-caso-bt/BT-PC-124.txt
peor-caso-bt,BT-PC-125,125,1953125,instancias/peor-caso-bt/BT-PC-125.txt
peor-caso-bt,BT-PC-126,126,2000376,instancias/peor-caso-bt/BT-PC-126.txt
peor-caso-bt,BT-PC-127,127,2048383,instancias/peor-caso-bt/BT-PC-127.txt
peor-caso-bt,BT-PC-128,128,2097152,instancias/peor-caso-bt/BT-PC-128.txt
peor-caso-bt,BT-PC-129,129,2146689,instancias/peor-caso-bt/BT-PC-129.txt
peor-caso-bt,BT-PC-130,130,2197000,instancias/peor-caso-bt/BT-PC-130.txt
peor-caso-bt,BT-PC-131,131,2248091,instancias/peor-caso-bt/BT-PC-131.txt
peor-caso-bt,BT-PC-132,132,2299968,instancias/peor-caso-bt/BT-PC-132.txt
peor-caso-bt,BT-PC-133,133,2352637,instancias/peor-caso-bt/BT-PC-133.txt
peor-caso-bt,BT-PC-134,134,2406104,instancias/peor-caso-bt/BT-PC-134.txt
peor-caso-bt,BT-PC-135,135,2460375,instancias/peor-caso-bt/BT-PC-135.txt
peor-caso-bt,BT-PC-136,136,2515456,instancias/peor-caso-bt/BT-PC-136.txt
peor-caso-bt,BT-PC-137,137,2571353,instancias/peor-caso-bt/BT-PC-137.txt
peor-caso-bt,BT-PC-138,138,2628072,instancias/peor-caso-bt/BT-PC-138.txt
peor-caso-bt,BT-PC-139,139,2685619,instancias/peor-caso-bt/BT-PC-139.txt
peor-caso-bt,BT-PC-140,140,2744000,instancias/peor-caso-bt/BT-PC-140.txt
peor-caso-bt,BT-PC-141,141,2803221,instancias/peor-caso-bt/BT-PC-141.txt
peor-caso-bt,BT-PC-142,142,2863288,instancias/peor-caso-bt/BT-PC-142.txt
peor-caso-bt,BT-PC-143,143,2924207,instancias/peor-caso-bt/BT-PC-143.txt
peor-caso-bt,BT-PC-144,144,2985984,instancias/peor-caso-bt/BT-PC-144.txt
peor-caso-bt,BT-PC-145,145,3048625,instancias/peor-caso-bt/BT-PC-145.txt
peor-caso-bt,BT-PC-146,146,3112136,instancias/peor-caso-bt/BT-PC-146.txt
peor-caso-bt,BT-PC-147,147,3176523,instancias/peor-caso-bt/BT-PC-147.txt
peor-caso-bt,BT-PC-148,148,3241792,instancias/peor-caso-bt/BT-PC-148.txt
peor-caso-bt,BT-PC-149,149,3307949,instancias/peor-caso-bt/BT-PC-149.txt
peor-caso-bt,BT-PC-150,150,3375000,instancias/peor-caso-bt/BT-PC-150.txt
peor-caso-bt,BT-PC-151,151,3442951,instancias/peor-caso-bt/BT-PC-151.txt
peor-caso-bt,BT-PC-152,152,3511808,instancias/peor-caso-bt/BT-PC-152.txt
peor-caso-bt,BT-PC-153,153,3581577,instancias/peor-caso-bt/BT-PC-153.txt
peor-caso-bt,BT-PC-154,154,3652264,instancias/peor-caso-bt/BT-PC-154.txt
peor-caso-bt,BT-PC-155,155,3723875,instancias/peor-caso-bt/BT-PC-155.txt
peor-caso-bt,BT-PC-156,156,3796416,instancias/peor-caso-bt/BT-PC-156.txt
peor-caso-bt,BT-PC-157,157,3869893,instancias/peor-caso-bt/BT-PC-157.txt
peor-caso-bt,BT-PC-158,158,3944312,instancias/peor-caso-bt/BT-PC-158.txt
peor-caso-bt,BT-PC-159,159,4019679,instancias/peor-caso-bt/BT-PC-159.txt
peor-caso-bt,BT-PC-160,160,4096000,instancias/peor-caso-bt/BT-PC-160.txt
peor-caso-bt,BT-PC-161,161,4173281,instancias/peor-caso-bt/BT-PC-161.txt
peor-caso-bt,BT-PC-162,162,4251528,instancias/peor-caso-bt/BT-PC-162.txt
peor-caso-bt,BT-PC-163,163,4330747,instancias/peor-caso-bt/BT-PC-163.txt
peor-caso-bt,BT-PC-164,164,4410944,instancias/peor-caso-bt/BT-PC-164.txt
peor-caso-bt,BT-PC-165,165,4492125,instancias/peor-caso-bt/BT-PC-165.txt
peor-caso-bt,BT-PC-166,166,4574296,instancias/peor-caso-bt/BT-PC-166.txt
peor-caso-bt,BT-PC-167,167,4657463,instancias/peor-caso-bt/BT-PC-167.txt
peor-caso-bt,BT-PC-168,168,4741632,instancias/peor-caso-bt/BT-PC-168.txt
peor-caso-bt,BT-PC-169,169,4826809,instancias/peor-caso-bt/BT-PC-169.txt
peor-caso-bt,BT-PC-170,170,4913000,instancias/peor-caso-bt/BT-PC-170.txt
peor-caso-bt,BT-PC-171,171,5000211,instancias/peor-caso-bt/BT-PC-171.txt
peor-caso-bt,BT-PC-172,172,5088448,instancias/peor-caso-bt/BT-PC-172.txt
peor-caso-bt,BT-PC-173,173,5177717,instancias/peor-caso-bt/BT-PC-173.txt
peor-caso-bt,BT-PC-174,174,5268024,instancias/peor-caso-bt/BT-PC-174.txt
peor-caso-bt,BT-PC-175,175,5359375,instancias/peor-caso-bt/BT-PC-175.txt
peor-caso-bt,BT-PC-176,176,5451776,instancias/peor-caso-bt/BT-PC-176.txt
peor-caso-bt,BT-PC-177,177,5545233,instancias/peor-caso-bt/BT-PC-177.txt
peor-caso-bt,BT-PC-178,178,5639752,instancias/peor-caso-bt/BT-PC-178.txt
peor-caso-bt,BT-PC-179,179,5735339,instancias/peor-caso-bt/BT-PC-179.txt
peor-caso-bt,BT-PC-180,180,5832000,instancias/peor-caso-bt/BT-PC-180.txt
peor-caso-bt,BT-PC-181,181,5929741,instancias/peor-caso-bt/BT-PC-181.txt
peor-caso-bt,BT-PC-182,182,6028568,instancias/peor-caso-bt/BT-PC-182.txt
peor-caso-bt,BT-PC-183,183,6128487,instancias/peor-caso-bt/BT-PC-183.txt
peor-caso-bt,BT-PC-184,184,6229504,instancias/peor-caso-bt/BT-PC-184.txt
peor-caso-bt,BT-PC-185,185,6331625,instancias/peor-caso-bt/BT-PC-185.txt
peor-caso-bt,BT-PC-186,186,6434856,instancias/peor-caso-bt/BT-PC-186.txt
peor-caso-bt,BT-PC-187,187,6539203,instancias/peor-caso-bt/BT-PC-187.txt
peor-caso-bt,BT-PC-188,188,6644672,instancias/peor-caso-bt/BT-PC-188.txt
peor-caso-bt,BT-PC-189,189,6751269,instancias/peor-caso-bt/BT-PC-189.txt
peor-caso-bt,BT-PC-190,190,6859000,instancias/peor-caso-bt/BT-PC-190.txt
peor-caso-bt,BT-PC-191,191,6967871,instancias/peor-caso-bt/BT-PC-191.txt
peor-caso-bt,BT-PC-192,192,7077888,instancias/peor-caso-bt/BT-PC-192.txt
peor-caso-bt,BT-PC-193,193,7189057,instancias/peor-caso-bt/BT-PC-193.txt
peor-caso-bt,BT-PC-194,194,7301384,instancias/peor-caso-bt/BT-PC-194.txt
peor-caso-bt,BT-PC-195,195,7414875,instancias/peor-caso-bt/BT-PC-195.txt
peor-caso-bt,BT-PC-196,196,7529536,instancias/peor-caso-bt/BT-PC-196.txt
peor-caso-bt,BT-PC-197,197,7645373,instancias/peor-caso-bt/BT-PC-197.txt
peor-caso-bt,BT-PC-198,198,7762392,instancias/peor-caso-bt/BT-PC-198.txt
peor-caso-bt,BT-PC-199,199,7880599,instancias/peor-caso-bt/BT-PC-199.txt
peor-caso-bt,BT-PC-200,200,8000000,instancias/peor-caso-bt/BT-PC-200.txt
