dataset,instancia,n,R,archivo
densidad-baja,BAJA-29,29,4,instancias/densidad-baja/BAJA-29.txt
densidad-baja,BAJA-30,30,4,instancias/densidad-baja/BAJA-30.txt
densidad-baja,BAJA-31,31,5,instancias/densidad-baja/BAJA-31.txt
densidad-baja,BAJA-32,32,5,instancias/densidad-baja/BAJA-32.txt
densidad-baja,BAJA-33,33,5,instancias/densidad-baja/BAJA-33.txt
densidad-baja,BAJA-34,34,5,instancias/densidad-baja/BAJA-34.txt
densidad-baja,BAJA-35,35,5,instancias/densidad-baja/BAJA-35.txt
densidad-baja,BAJA-36,36,5,instancias/densidad-baja/BAJA-36.txt
densidad-baja,BAJA-37,37,6,instancias/densidad-baja/BAJA-37.txt
densidad-baja,BAJA-38,38,6,instancias/densidad-baja/BAJA-38.txt
densidad-baja,BAJA-39,39,6,instancias/densidad-baja/BAJA-39.txt
densidad-baja,BAJA-40,40,6,instancias/densidad-baja/BAJA-40.txt
densidad-baja,BAJA-41,41,6,instancias/densidad-baja/BAJA-41.txt
densidad-baja,BAJA-42,42,6,instancias/densidad-baja/BAJA-42.txt
densidad-baja,BAJA-43,43,7,instancias/densidad-baja/BAJA-43.txt
densidad-baja,BAJA-44,44,7,instancias/densidad-baja/BAJA-44.txt
densidad-baja,BAJA-45,45,7,instancias/densidad-baja/BAJA-45.txt
densidad-baja,BAJA-46,46,7,instancias/densidad-baja/BAJA-46.txt
densidad-baja,BAJA-47,47,7,instancias/densidad-baja/BAJA-47.txt
densidad-baja,BAJA-48,48,7,instancias/densidad-baja/BAJA-48.txt
densidad-baja,BAJA-49,49,8,instancias/densidad-baja/BAJA-49.txt
densidad-baja,BAJA-50,50,8,instancias/densidad-baja/BAJA-50.txt
densidad-baja,BAJA-51,51,8,instancias/densidad-baja/BAJA-51.txt
densidad-baja,BAJA-52,52,8,instancias/densidad-baja/BAJA-52.txt
densidad-baja,BAJA-53,53,8,instancias/densidad-baja/BAJA-53.txt
densidad-baja,BAJA-54,54,8,instancias/densidad-baja/BAJA-54.txt
densidad-baja,BAJA-55,55,9,instancias/densidad-baja/BAJA-55.txt
densidad-baja,BAJA-56,56,9,instancias/densidad-baja/BAJA-56.txt
densidad-baja,BAJA-57,57,9,instancias/densidad-baja/BAJA-57.txt
densidad-baja,BAJA-58,58,9,instancias/densidad-baja/BAJA-58.txt
densidad-baja,BAJA-59,59,9,instancias/densidad-baja/BAJA-59.txt
densidad-baja,BAJA-60,60,9,instancias/densidad-baja/BAJA-60.txt
densidad-baja,BAJA-61,61,10,instancias/densidad-baja/BAJA-61.txt
densidad-baja,BAJA-62,62,10,instancias/densidad-baja/BAJA-62.txt
densidad-baja,BAJA-63,63,10,instancias/densidad-baja/BAJA-63.txt
densidad-baja,BAJA-64,64,10,instancias/densidad-baja/BAJA-64.txt
densidad-baja,BAJA-65,65,10,instancias/densidad-baja/BAJA-65.txt
densidad-baja,BAJA-66,66,10,instancias/densidad-baja/BAJA-66.txt
densidad-baja,BAJA-67,67,11,instancias/densidad-baja/BAJA-67.txt
densidad-baja,BAJA-68,68,11,instancias/densidad-baja/BAJA-68.txt
densidad-baja,BAJA-69,69,11,instancias/densidad-baja/BAJA-69.txt
densidad-baja,BAJA-70,70,11,instancias/densidad-baja/BAJA-70.txt
densidad-baja,BAJA-71,71,11,instancias/densidad-baja/BAJA-71.txt
densidad-baja,BAJA-72,72,11,instancias/densidad-baja/BAJA-72.txt
densidad-baja,BAJA-73,73,12,instancias/densidad-baja/BAJA-73.txt
densidad-baja,BAJA-74,74,12,instancias/densidad-baja/BAJA-74.txt
densidad-baja,BAJA-75,75,12,instancias/densidad-baja/BAJA-75.txt
densidad-baja,BAJA-76,76,12,instancias/densidad-baja/BAJA-76.txt
densidad-baja,BAJA-77,77,12,instancias/densidad-baja/BAJA-77.txt
densidad-baja,BAJA-78,78,12,instancias/densidad-baja/BAJA-78.txt
densidad-baja,BAJA-79,79,13,instancias/densidad-baja/BAJA-79.txt
densidad-baja,BAJA-80,80,13,instancias/densidad-baja/BAJA-80.txt
densidad-baja,BAJA-81,81,13,instancias/densidad-baja/BAJA-81.txt
densidad-baja,BAJA-82,82,13,instancias/densidad-baja/BAJA-82.txt
densidad-baja,BAJA-83,83,13,instancias/densidad-baja/BAJA-83.txt
densidad-baja,BAJA-84,84,13,instancias/densidad-baja/BAJA-84.txt
densidad-baja,BAJA-85,85,14,instancias/densidad-baja/BAJA-85.txt
densidad-baja,BAJA-86,86,14,instancias/densidad-baja/BAJA-86.txt
densidad-baja,BAJA-87,87,14,instancias/densidad-baja/BAJA-87.txt
densidad-baja,BAJA-88,88,14,instancias/densidad-baja/BAJA-88.txt
densidad-baja,BAJA-89,89,14,instancias/densidad-baja/BAJA-89.txt
densidad-baja,BAJA-90,90,14,instancias/densidad-baja/BAJA-90.txt
densidad-baja,BAJA-91,91,15,instancias/densidad-baja/BAJA-91.txt
densidad-baja,BAJA-92,92,15,instancias/densidad-baja/BAJA-92.txt
densidad-baja,BAJA-93,93,15,instancias/densidad-baja/BAJA-93.txt
densidad-baja,BAJA-94,94,15,instancias/densidad-baja/BAJA-94.txt
densidad-baja,BAJA-95,95,15,instancias/densidad-baja/BAJA-95.txt
densidad-baja,BAJA-96,96,15,instancias/densidad-baja/BAJA-96.txt
densidad-baja,BAJA-97,97,16,instancias/densidad-baja/BAJA-97.txt
densidad-baja,BAJA-98,98,16,instancias/densidad-baja/BAJA-98.txt
densidad-baja,BAJA-99,99,16,instancias/densidad-baja/BAJA-99.txt
densidad-baja,BAJA-100,100,16,instancias/densidad-baja/BAJA-100.txt
densidad-baja,BAJA-101,101,16,instancias/densidad-baja/BAJA-101.txt
densidad-baja,BAJA-102,102,16,instancias/densidad-baja/BAJA-102.txt
densidad-baja,BAJA-103,103,17,instancias/densidad-baja/BAJA-103.txt
densidad-baja,BAJA-104,104,17,instancias/densidad-baja/BAJA-104.txt
densidad-baja,BAJA-105,105,17,instancias/densidad-baja/BAJA-105.txt
densidad-baja,BAJA-106,106,17,instancias/densidad-baja/BAJA-106.txt
densidad-baja,BAJA-107,107,17,instancias/densidad-baja/BAJA-107.txt
densidad-baja,BAJA-108,108,17,instancias/densidad-baja/BAJA-108.txt
densidad-baja,BAJA-109,109,18,instancias/densidad-baja/BAJA-109.txt
densidad-baja,BAJA-110,110,18,instancias/densidad-baja/BAJA-110.txt
densidad-baja,BAJA-111,111,18,instancias/densidad-baja/BAJA-111.txt
densidad-baja,BAJA-112,112,18,instancias/densidad-baja/BAJA-112.txt
densidad-baja,BAJA-113,113,18,instancias/densidad-baja/BAJA-113.txt
densidad-baja,BAJA-114,114,18,instancias/densidad-baja/BAJA-114.txt
densidad-baja,BAJA-115,115,19,instancias/densidad-baja/BAJA-115.txt
densidad-baja,BAJA-116,116,19,instancias/densidad-baja/BAJA-116.txt
densidad-baja,BAJA-117,117,19,instancias/densidad-baja/BAJA-117.txt
densidad-baja,BAJA-118,118,19,instancias/densidad-baja/BAJA-118.txt
densidad-baja,BAJA-119,119,19,instancias/densidad-baja/BAJA-119.txt
densidad-baja,BAJA-120,120,19,instancias/densidad-baja/BAJA-120.txt
densidad-baja,BAJA-121,121,20,instancias/densidad-baja/BAJA-121.txt
densidad-baja,BAJA-122,122,20,instancias/densidad-baja/BAJA-122.txt
densidad-baja,BAJA-123,123,20,instancias/densidad-baja/BAJA-123.txt
densidad-baja,BAJA-124,124,20,instancias/densidad-baja/BAJA-124.txt
densidad-baja,BAJA-125,125,20,instancias/densidad-baja/BAJA-125.txt
densidad-baja,BAJA-126,126,20,instancias/densidad-baja/BAJA-126.txt
densidad-baja,BAJA-127,127,21,instancias/densidad-baja/BAJA-127.txt
densidad-baja,BAJA-128,128,21,instancias/densidad-baja/BAJA-128.txt
densidad-baja,BAJA-129,129,21,instancias/densidad-baja/BAJA-129.txt
densidad-baja,BAJA-130,130,21,instancias/densidad-baja/BAJA-130.txt
densidad-baja,BAJA-131,131,21,instancias/densidad-baja/BAJA-131.txt
densidad-baja,BAJA-132,132,21,instancias/densidad-baja/BAJA-132.txt
densidad-baja,BAJA-133,133,22,instancias/densidad-baja/BAJA-133.txt
densidad-baja,BAJA-134,134,22,instancias/densidad-baja/BAJA-134.txt
densidad-baja,BAJA-135,135,22,instancias/densidad-baja/BAJA-135.txt
densidad-baja,BAJA-136,136,22,instancias/densidad-baja/BAJA-136.txt
densidad-baja,BAJA-137,137,22,instancias/densidad-baja/BAJA-137.txt
densidad-baja,BAJA-138,138,22,instancias/densidad-baja/BAJA-138.txt
densidad-baja,BAJA-139,139,23,instancias/densidad-baja/BAJA-139.txt
densidad-baja,BAJA-140,140,23,instancias/densidad-baja/BAJA-140.txt
densidad-baja,BAJA-141,141,23,instancias/densidad-baja/BAJA-141.txt
densidad-baja,BAJA-142,142,23,instancias/densidad-baja/BAJA-142.txt
densidad-baja,BAJA-143,143,23,instancias/densidad-baja/BAJA-143.txt
densidad-baja,BAJA-144,144,23,instancias/densidad-baja/BAJA-144.txt
densidad-baja,BAJA-145,145,24,instancias/densidad-baja/BAJA-145.txt
densidad-baja,BAJA-146,146,24,instancias/densidad-baja/BAJA-146.txt
densidad-baja,BAJA-147,147,24,instancias/densidad-baja/BAJA-147.txt
densidad-baja,BAJA-148,148,24,instancias/densidad-baja/BAJA-148.txt
densidad-baja,BAJA-149,149,24,instancias/densidad-baja/BAJA-149.txt
densidad-baja,BAJA-150,150,24,instancias/densidad-baja/BAJA-150.txt
densidad-baja,BAJA-151,151,25,instancias/densidad-baja/BAJA-151.txt
densidad-baja,BAJA-152,152,25,instancias/densidad-baja/BAJA-152.txt
densidad-baja,BAJA-153,153,25,instancias/densidad-baja/BAJA-153.txt
densidad-baja,BAJA-154,154,25,instancias/densidad-baja/BAJA-154.txt
densidad-baja,BAJA-155,155,25,instancias/densidad-baja/BAJA-155.txt
densidad-baja,BAJA-156,156,25,instancias/densidad-baja/BAJA-156.txt
densidad-baja,BAJA-157,157,26,instancias/densidad-baja/BAJA-157.txt
densidad-baja,BAJA-158,158,26,instancias/densidad-baja/BAJA-158.txt
densidad-baja,BAJA-159,159,26,instancias/densidad-baja/BAJA-159.txt
densidad-baja,BAJA-160,160,26,instancias/densidad-baja/BAJA-160.txt
densidad-baja,BAJA-161,161,26,instancias/densidad-baja/BAJA-161.txt
densidad-baja,BAJA-162,162,26,instancias/densidad-baja/BAJA-162.txt
densidad-baja,BAJA-163,163,27,instancias/densidad-baja/BAJA-163.txt
densidad-baja,BAJA-164,164,27,instancias/densidad-baja/BAJA-164.txt
densidad-baja,BAJA-165,165,27,instancias/densidad-baja/BAJA-165.txt
densidad-baja,BAJA-166,166,27,instancias/densidad-baja/BAJA-166.txt
densidad-baja,BAJA-167,167,27,instancias/densidad-baja/BAJA-167.txt
densidad-baja,BAJA-168,168,27,instancias/densidad-baja/BAJA-168.txt
densidad-baja,BAJA-169,169,28,instancias/densidad-baja/BAJA-169.txt
densidad-baja,BAJA-170,170,28,instancias/densidad-baja/BAJA-170.txt
densidad-baja,BAJA-171,171,28,instancias/densidad-baja/BAJA-171.txt
densidad-baja,BAJA-172,172,28,instancias/densidad-baja/BAJA-172.txt
densidad-baja,BAJA-173,173,28,instancias/densidad-baja/BAJA-173.txt
densidad-baja,BAJA-174,174,28,instancias/densidad-baja/BAJA-174.txt
densidad-baja,BAJA-175,175,29,instancias/densidad-baja/BAJA-175.txt
densidad-baja,BAJA-176,176,29,instancias/densidad-baja/BAJA-176.txt
densidad-baja,BAJA-177,177,29,instancias/densidad-baja/BAJA-177.txt
densidad-baja,BAJA-178,178,29,instancias/densidad-baja/BAJA-178.txt
densidad-baja,BAJA-179,179,29,instancias/densidad-baja/BAJA-179.txt
densidad-baja,BAJA-180,180,29,instancias/densidad-baja/BAJA-180.txt
densidad-baja,BAJA-181,181,30,instancias/densidad-baja/BAJA-181.txt
densidad-baja,BAJA-182,182,30,instancias/densidad-baja/BAJA-182.txt
densidad-baja,BAJA-183,183,30,instancias/densidad-baja/BAJA-183.txt
densidad-baja,BAJA-184,184,30,instancias/densidad-baja/BAJA-184.txt
densidad-baja,BAJA-185,185,30,instancias/densidad-baja/BAJA-185.txt
densidad-baja,BAJA-186,186,30,instancias/densidad-baja/BAJA-186.txt
densidad-baja,BAJA-187,187,31,instancias/densidad-baja/BAJA-187.txt
densidad-baja,BAJA-188,188,31,instancias/densidad-baja/BAJA-188.txt
densidad-baja,BAJA-189,189,31,instancias/densidad-baja/BAJA-189.txt
densidad-baja,BAJA-190,190,31,instancias/densidad-baja/BAJA-190.txt
densidad-baja,BAJA-191,191,31,instancias/densidad-baja/BAJA-191.txt
densidad-baja,BAJA-192,192,31,instancias/densidad-baja/BAJA-192.txt
densidad-baja,BAJA-193,193,32,instancias/densidad-baja/BAJA-193.txt
densidad-baja,BAJA-194,194,32,instancias/densidad-baja/BAJA-194.txt
densidad-baja,BAJA-195,195,32,instancias/densidad-baja/BAJA-195.txt
densidad-baja,BAJA-196,196,32,instancias/densidad-baja/BAJA-196.txt
densidad-baja,BAJA-197,197,32,instancias/densidad-baja/BAJA-197.txt
densidad-baja,BAJA-198,198,32,instancias/densidad-baja/BAJA-198.txt
densidad-baja,BAJA-199,199,33,instancias/densidad-baja/BAJA-199.txt
densidad-baja,BAJA-200,200,33,instancias/densidad-baja/BAJA-200.txt
