dataset,instancia,n,R,archivo
mejor-caso-bt,BT-BC-50,50,50,instancias/mejor-caso-bt/BT-BC-50.txt
mejor-caso-bt,BT-BC-51,51,51,instancias/mejor-caso-bt/BT-BC-51.txt
mejor-caso-bt,BT-BC-52,52,52,instancias/mejor-caso-bt/BT-BC-52.txt
mejor-caso-bt,BT-BC-53,53,53,instancias/mejor-caso-bt/BT-BC-53.txt
mejor-caso-bt,BT-BC-54,54,54,instancias/mejor-caso-bt/BT-BC-54.txt
mejor-caso-bt,BT-BC-55,55,55,instancias/mejor-caso-bt/BT-BC-55.txt
mejor-caso-bt,BT-BC-56,56,56,instancias/mejor-caso-bt/BT-BC-56.txt
mejor-caso-bt,BT-BC-57,57,57,instancias/mejor-caso-bt/BT-BC-57.txt
mejor-caso-bt,BT-BC-58,58,58,instancias/mejor-caso-bt/BT-BC-58.txt
mejor-caso-bt,BT-BC-59,59,59,instancias/mejor-caso-bt/BT-BC-59.txt
mejor-caso-bt,BT-BC-60,60,60,instancias/mejor-caso-bt/BT-BC-60.txt
mejor-caso-bt,BT-BC-61,61,61,instancias/mejor-caso-bt/BT-BC-61.txt
mejor-caso-bt,BT-BC-62,62,62,instancias/mejor-caso-bt/BT-BC-62.txt
mejor-caso-bt,BT-BC-63,63,63,instancias/mejor-caso-bt/BT-BC-63.txt
mejor-caso-bt,BT-BC-64,64,64,instancias/mejor-caso-bt/BT-BC-64.txt
mejor-caso-bt,BT-BC-65,65,65,instancias/mejor-caso-bt/BT-BC-65.txt
mejor-caso-bt,BT-BC-66,66,66,instancias/mejor-caso-bt/BT-BC-66.txt
mejor-caso-bt,BT-BC-67,67,67,instancias/mejor-caso-bt/BT-BC-67.txt
mejor-caso-bt,BT-BC-68,68,68,instancias/mejor-caso-bt/BT-BC-68.txt
mejor-caso-bt,BT-BC-69,69,69,instancias/mejor-caso-bt/BT-BC-69.txt
mejor-caso-bt,BT-BC-70,70,70,instancias/mejor-caso-bt/BT-BC-70.txt
mejor-caso-bt,BT-BC-71,71,71,instancias/mejor-caso-bt/BT-BC-71.txt
mejor-caso-bt,BT-BC-72,72,72,instancias/mejor-caso-bt/BT-BC-72.txt
mejor-caso-bt,BT-BC-73,73,73,instancias/mejor-caso-bt/BT-BC-73.txt
mejor-caso-bt,BT-BC-74,74,74,instancias/mejor-caso-bt/BT-BC-74.txt
mejor-caso-bt,BT-BC-75,75,75,instancias/mejor-caso-bt/BT-BC-75.txt
mejor-caso-bt,BT-BC-76,76,76,instancias/mejor-caso-bt/BT-BC-76.txt
mejor-caso-bt,BT-BC-77,77,77,instancias/mejor-caso-bt/BT-BC-77.txt
mejor-caso-bt,BT-BC-78,78,78,instancias/mejor-caso-bt/BT-BC-78.txt
mejor-caso-bt,BT-BC-79,79,79,instancias/mejor-caso-bt/BT-BC-79.txt
mejor-caso-bt,BT-BC-80,80,80,instancias/mejor-caso-bt/BT-BC-80.txt
mejor-caso-bt,BT-BC-81,81,81,instancias/mejor-caso-bt/BT-BC-81.txt
mejor-caso-bt,BT-BC-82,82,82,instancias/mejor-caso-bt/BT-BC-82.txt
mejor-caso-bt,BT-BC-83,83,83,instancias/mejor-caso-bt/BT-BC-83.txt
mejor-caso-bt,BT-BC-84,84,84,instancias/mejor-caso-bt/BT-BC-84.txt
mejor-caso-bt,BT-BC-85,85,85,instancias/mejor-caso-bt/BT-BC-85.txt
mejor-caso-bt,BT-BC-86,86,86,instancias/mejor-caso-bt/BT-BC-86.txt
mejor-caso-bt,BT-BC-87,87,87,instancias/mejor-caso-bt/BT-BC-87.txt
mejor-caso-bt,BT-BC-88,88,88,instancias/mejor-caso-bt/BT-BC-88.txt
mejor-caso-bt,BT-BC-89,89,89,instancias/mejor-caso-bt/BT-BC-89.txt
mejor-caso-bt,BT-BC-90,90,90,instancias/mejor-caso-bt/BT-BC-90.txt
mejor-caso-bt,BT-BC-91,91,91,instancias/mejor-caso-bt/BT-BC-91.txt
mejor-caso-bt,BT-BC-92,92,92,instancias/mejor-caso-bt/BT-BC-92.txt
mejor-caso-bt,BT-BC-93,93,93,instancias/mejor-caso-bt/BT-BC-93.txt
mejor-caso-bt,BT-BC-94,94,94,instancias/mejor-caso-bt/BT-BC-94.txt
mejor-caso-bt,BT-BC-95,95,95,instancias/mejor-caso-bt/BT-BC-95.txt
mejor-caso-bt,BT-BC-96,96,96,instancias/mejor-caso-bt/BT-BC-96.txt
mejor-caso-bt,BT-BC-97,97,97,instancias/mejor-caso-bt/BT-BC-97.txt
mejor-caso-bt,BT-BC-98,98,98,instancias/mejor-caso-bt/BT-BC-98.txt
mejor-caso-bt,BT-BC-99,99,99,instancias/mejor-caso-bt/BT-BC-99.txt
mejor-caso-bt,BT-BC-100,100,100,instancias/mejor-caso-bt/BT-BC-100.txt
mejor-caso-bt,BT-BC-101,101,101,instancias/mejor-caso-bt/BT-BC-101.txt
mejor-caso-bt,BT-BC-102,102,102,instancias/mejor-caso-bt/BT-BC-102.txt
mejor-caso-bt,BT-BC-103,103,103,instancias/mejor-caso-bt/BT-BC-103.txt
mejor-caso-bt,BT-BC-104,104,104,instancias/mejor-caso-bt/BT-BC-104.txt
mejor-caso-bt,BT-BC-105,105,105,instancias/mejor-caso-bt/BT-BC-105.txt
mejor-caso-bt,BT-BC-106,106,106,instancias/mejor-caso-bt/BT-BC-106.txt
mejor-caso-bt,BT-BC-107,107,107,instancias/mejor-caso-bt/BT-BC-107.txt
mejor-caso-bt,BT-BC-108,108,108,instancias/mejor-caso-bt/BT-BC-108.txt
mejor-caso-bt,BT-BC-109,109,109,instancias/mejor-caso-bt/BT-BC-109.txt
mejor-caso-bt,BT-BC-110,110,110,instancias/mejor-caso-bt/BT-BC-110.txt
mejor-caso-bt,BT-BC-111,111,111,instancias/mejor-caso-bt/BT-BC-111.txt
mejor-caso-bt,BT-BC-112,112,112,instancias/mejor-caso-bt/BT-BC-112.txt
mejor-caso-bt,BT-BC-113,113,113,instancias/mejor-caso-bt/BT-BC-113.txt
mejor-caso-bt,BT-BC-114,114,114,instancias/mejor-caso-bt/BT-BC-114.txt
mejor-caso-bt,BT-BC-115,115,115,instancias/mejor-caso-bt/BT-BC-115.txt
mejor-caso-bt,BT-BC-116,116,116,instancias/mejor-caso-bt/BT-BC-116.txt
mejor-caso-bt,BT-BC-117,117,117,instancias/mejor-caso-bt/BT-BC-117.txt
mejor-caso-bt,BT-BC-118,118,118,instancias/mejor-caso-bt/BT-BC-118.txt
mejor-caso-bt,BT-BC-119,119,119,instancias/mejor-caso-bt/BT-BC-119.txt
mejor-caso-bt,BT-BC-120,120,120,instancias/mejor-caso-bt/BT-BC-120.txt
mejor-caso-bt,BT-BC-121,121,121,instancias/mejor-caso-bt/BT-BC-121.txt
mejor-caso-bt,BT-BC-122,122,122,instancias/mejor-caso-bt/BT-BC-122.txt
mejor-caso-bt,BT-BC-123,123,123,instancias/mejor-caso-bt/BT-BC-123.txt
mejor-caso-bt,BT-BC-124,124,124,instancias/mejor-caso-bt/BT-BC-124.txt
mejor-caso-bt,BT-BC-125,125,125,instancias/mejor-caso-bt/BT-BC-125.txt
mejor-caso-bt,BT-BC-126,126,126,instancias/mejor-caso-bt/BT-BC-126.txt
mejor-caso-bt,BT-BC-127,127,127,instancias/mejor-caso-bt/BT-BC-127.txt
mejor-caso-bt,BT-BC-128,128,128,instancias/mejor-caso-bt/BT-BC-128.txt
mejor-caso-bt,BT-BC-129,129,129,instancias/mejor-caso-bt/BT-BC-129.txt
mejor-caso-bt,BT-BC-130,130,130,instancias/mejor-caso-bt/BT-BC-130.txt
mejor-caso-bt,BT-BC-131,131,131,instancias/mejor-caso-bt/BT-BC-131.txt
mejor-caso-bt,BT-BC-132,132,132,instancias/mejor-caso-bt/BT-BC-132.txt
mejor-caso-bt,BT-BC-133,133,133,instancias/mejor-caso-bt/BT-BC-133.txt
mejor-caso-bt,BT-BC-134,134,134,instancias/mejor-caso-bt/BT-BC-134.txt
mejor-caso-bt,BT-BC-135,135,135,instancias/mejor-caso-bt/BT-BC-135.txt
mejor-caso-bt,BT-BC-136,136,136,instancias/mejor-caso-bt/BT-BC-136.txt
mejor-caso-bt,BT-BC-137,137,137,instancias/mejor-caso-bt/BT-BC-137.txt
mejor-caso-bt,BT-BC-138,138,138,instancias/mejor-caso-bt/BT-BC-138.txt
mejor-caso-bt,BT-BC-139,139,139,instancias/mejor-caso-bt/BT-BC-139.txt
mejor-caso-bt,BT-BC-140,140,140,instancias/mejor-caso-bt/BT-BC-140.txt
mejor-caso-bt,BT-BC-141,141,141,instancias/mejor-caso-bt/BT-BC-141.txt
mejor-caso-bt,BT-BC-142,142,142,instancias/mejor-caso-bt/BT-BC-142.txt
mejor-caso-bt,BT-BC-143,143,143,instancias/mejor-caso-bt/BT-BC-143.txt
mejor-caso-bt,BT-BC-144,144,144,instancias/mejor-caso-bt/BT-BC-144.txt
mejor-caso-bt,BT-BC-145,145,145,instancias/mejor-caso-bt/BT-BC-145.txt
mejor-caso-bt,BT-BC-146,146,146,instancias/mejor-caso-bt/BT-BC-146.txt
mejor-caso-bt,BT-BC-147,147,147,instancias/mejor-caso-bt/BT-BC-147.txt
mejor-caso-bt,BT-BC-148,148,148,instancias/mejor-caso-bt/BT-BC-148.txt
mejor-caso-bt,BT-BC-149,149,149,instancias/mejor-caso-bt/BT-BC-149.txt
mejor-caso-bt,BT-BC-150,150,150,instancias/mejor-caso-bt/BT-BC-150.txt
mejor-caso-bt,BT-BC-151,151,151,instancias/mejor-caso-bt/BT-BC-151.txt
mejor-caso-bt,BT-BC-152,152,152,instancias/mejor-caso-bt/BT-BC-152.txt
mejor-caso-bt,BT-BC-153,153,153,instancias/mejor-caso-bt/BT-BC-153.txt
mejor-caso-bt,BT-BC-154,154,154,instancias/mejor-caso-bt/BT-BC-154.txt
mejor-caso-bt,BT-BC-155,155,155,instancias/mejor-caso-bt/BT-BC-155.txt
mejor-caso-bt,BT-BC-156,156,156,instancias/mejor-caso-bt/BT-BC-156.txt
mejor-caso-bt,BT-BC-157,157,157,instancias/mejor-caso-bt/BT-BC-157.txt
mejor-caso-bt,BT-BC-158,158,158,instancias/mejor-caso-bt/BT-BC-158.txt
mejor-caso-bt,BT-BC-159,159,159,instancias/mejor-caso-bt/BT-BC-159.txt
mejor-caso-bt,BT-BC-160,160,160,instancias/mejor-caso-bt/BT-BC-160.txt
mejor-caso-bt,BT-BC-161,161,161,instancias/mejor-caso-bt/BT-BC-161.txt
mejor-caso-bt,BT-BC-162,162,162,instancias/mejor-caso-bt/BT-BC-162.txt
mejor-caso-bt,BT-BC-163,163,163,instancias/mejor-caso-bt/BT-BC-163.txt
mejor-caso-bt,BT-BC-164,164,164,instancias/mejor-caso-bt/BT-BC-164.txt
mejor-caso-bt,BT-BC-165,165,165,instancias/mejor-caso-bt/BT-BC-165.txt
mejor-caso-bt,BT-BC-166,166,166,instancias/mejor-caso-bt/BT-BC-166.txt
mejor-caso-bt,BT-BC-167,167,167,instancias/mejor-caso-bt/BT-BC-167.txt
mejor-caso-bt,BT-BC-168,168,168,instancias/mejor-caso-bt/BT-BC-168.txt
mejor-caso-bt,BT-BC-169,169,169,instancias/mejor-caso-bt/BT-BC-169.txt
mejor-caso-bt,BT-BC-170,170,170,instancias/mejor-caso-bt/BT-BC-170.txt
mejor-caso-bt,BT-BC-171,171,171,instancias/mejor-caso-bt/BT-BC-171.txt
mejor-caso-bt,BT-BC-172,172,172,instancias/mejor-caso-bt/BT-BC-172.txt
mejor-caso-bt,BT-BC-173,173,173,instancias/mejor-caso-bt/BT-BC-173.txt
mejor-caso-bt,BT-BC-174,174,174,instancias/mejor-caso-bt/BT-BC-174.txt
mejor-caso-bt,BT-BC-175,175,175,instancias/mejor-caso-bt/BT-BC-175.txt
mejor-caso-bt,BT-BC-176,176,176,instancias/mejor-caso-bt/BT-BC-176.txt
mejor-caso-bt,BT-BC-177,177,177,instancias/mejor-caso-bt/BT-BC-177.txt
mejor-caso-bt,BT-BC-178,178,178,instancias/mejor-caso-bt/BT-BC-178.txt
mejor-caso-bt,BT-BC-179,179,179,instancias/mejor-caso-bt/BT-BC-179.txt
mejor-caso-bt,BT-BC-180,180,180,instancias/mejor-caso-bt/BT-BC-180.txt
mejor-caso-bt,BT-BC-181,181,181,instancias/mejor-caso-bt/BT-BC-181.txt
mejor-caso-bt,BT-BC-182,182,182,instancias/mejor-caso-bt/BT-BC-182.txt
mejor-caso-bt,BT-BC-183,183,183,instancias/mejor-caso-bt/BT-BC-183.txt
mejor-caso-bt,BT-BC-184,184,184,instancias/mejor-caso-bt/BT-BC-184.txt
mejor-caso-bt,BT-BC-185,185,185,instancias/mejor-caso-bt/BT-BC-185.txt
mejor-caso-bt,BT-BC-186,186,186,instancias/mejor-caso-bt/BT-BC-186.txt
mejor-caso-bt,BT-BC-187,187,187,instancias/mejor-caso-bt/BT-BC-187.txt
mejor-caso-bt,BT-BC-188,188,188,instancias/mejor-caso-bt/BT-BC-188.txt
mejor-caso-bt,BT-BC-189,189,189,instancias/mejor-caso-bt/BT-BC-189.txt
mejor-caso-bt,BT-BC-190,190,190,instancias/mejor-caso-bt/BT-BC-190.txt
mejor-caso-bt,BT-BC-191,191,191,instancias/mejor-caso-bt/BT-BC-191.txt
mejor-caso-bt,BT-BC-192,192,192,instancias/mejor-caso-bt/BT-BC-192.txt
mejor-caso-bt,BT-BC-193,193,193,instancias/mejor-caso-bt/BT-BC-193.txt
mejor-caso-bt,BT-BC-194,194,194,instancias/mejor-caso-bt/BT-BC-194.txt
mejor-caso-bt,BT-BC-195,195,195,instancias/mejor-caso-bt/BT-BC-195.txt
mejor-caso-bt,BT-BC-196,196,196,instancias/mejor-caso-bt/BT-BC-196.txt
mejor-caso-bt,BT-BC-197,197,197,instancias/mejor-caso-bt/BT-BC-197.txt
mejor-caso-bt,BT-BC-198,198,198,instancias/mejor-caso-bt/BT-BC-198.txt
mejor-caso-bt,BT-BC-199,199,199,instancias/mejor-caso-bt/BT-BC-199.txt
mejor-caso-bt,BT-BC-200,200,200,instancias/mejor-caso-bt/BT-BC-200.txt
