dataset,instancia,n,R,archivo
densidad-baja,BAJA-29,29,4,instancias/densidad-baja/BAJA-29.txt
densidad-baja,BAJA-30,30,5,instancias/densidad-baja/BAJA-30.txt
densidad-baja,BAJA-31,31,5,instancias/densidad-baja/BAJA-31.txt
densidad-baja,BAJA-32,32,5,instancias/densidad-baja/BAJA-32.txt
densidad-baja,BAJA-33,33,5,instancias/densidad-baja/BAJA-33.txt
densidad-baja,BAJA-34,34,5,instancias/densidad-baja/BAJA-34.txt
densidad-baja,BAJA-35,35,5,instancias/densidad-baja/BAJA-35.txt
densidad-baja,BAJA-36,36,6,instancias/densidad-baja/BAJA-36.txt
densidad-baja,BAJA-37,37,6,instancias/densidad-baja/BAJA-37.txt
densidad-baja,BAJA-38,38,6,instancias/densidad-baja/BAJA-38.txt
densidad-baja,BAJA-39,39,6,instancias/densidad-baja/BAJA-39.txt
densidad-baja,BAJA-40,40,6,instancias/densidad-baja/BAJA-40.txt
densidad-baja,BAJA-41,41,6,instancias/densidad-baja/BAJA-41.txt
densidad-baja,BAJA-42,42,7,instancias/densidad-baja/BAJA-42.txt
densidad-baja,BAJA-43,43,7,instancias/densidad-baja/BAJA-43.txt
densidad-baja,BAJA-44,44,7,instancias/densidad-baja/BAJA-44.txt
densidad-baja,BAJA-45,45,7,instancias/densidad-baja/BAJA-45.txt
densidad-baja,BAJA-46,46,7,instancias/densidad-baja/BAJA-46.txt
densidad-baja,BAJA-47,47,7,instancias/densidad-baja/BAJA-47.txt
densidad-baja,BAJA-48,48,8,instancias/densidad-baja/BAJA-48.txt
densidad-baja,BAJA-49,49,8,instancias/densidad-baja/BAJA-49.txt
densidad-baja,BAJA-50,50,8,instancias/densidad-baja/BAJA-50.txt
densidad-baja,BAJA-51,51,8,instancias/densidad-baja/BAJA-51.txt
densidad-baja,BAJA-52,52,8,instancias/densidad-baja/BAJA-52.txt
densidad-baja,BAJA-53,53,8,instancias/densidad-baja/BAJA-53.txt
densidad-baja,BAJA-54,54,9,instancias/densidad-baja/BAJA-54.txt
densidad-baja,BAJA-55,55,9,instancias/densidad-baja/BAJA-55.txt
densidad-baja,BAJA-56,56,9,instancias/densidad-baja/BAJA-56.txt
densidad-baja,BAJA-57,57,9,instancias/densidad-baja/BAJA-57.txt
densidad-baja,BAJA-58,58,9,instancias/densidad-baja/BAJA-58.txt
densidad-baja,BAJA-59,59,9,instancias/densidad-baja/BAJA-59.txt
densidad-baja,BAJA-60,60,10,instancias/densidad-baja/BAJA-60.txt
densidad-baja,BAJA-61,61,10,instancias/densidad-baja/BAJA-61.txt
densidad-baja,BAJA-62,62,10,instancias/densidad-baja/BAJA-62.txt
densidad-baja,BAJA-63,63,10,instancias/densidad-baja/BAJA-63.txt
densidad-baja,BAJA-64,64,10,instancias/densidad-baja/BAJA-64.txt
densidad-baja,BAJA-65,65,10,instancias/densidad-baja/BAJA-65.txt
densidad-baja,BAJA-66,66,11,instancias/densidad-baja/BAJA-66.txt
densidad-baja,BAJA-67,67,11,instancias/densidad-baja/BAJA-67.txt
densidad-baja,BAJA-68,68,11,instancias/densidad-baja/BAJA-68.txt
densidad-baja,BAJA-69,69,11,instancias/densidad-baja/BAJA-69.txt
densidad-baja,BAJA-70,70,11,instancias/densidad-baja/BAJA-70.txt
densidad-baja,BAJA-71,71,11,instancias/densidad-baja/BAJA-71.txt
densidad-baja,BAJA-72,72,12,instancias/densidad-baja/BAJA-72.txt
densidad-baja,BAJA-73,73,12,instancias/densidad-baja/BAJA-73.txt
densidad-baja,BAJA-74,74,12,instancias/densidad-baja/BAJA-74.txt
densidad-baja,BAJA-75,75,12,instancias/densidad-baja/BAJA-75.txt
densidad-baja,BAJA-76,76,12,instancias/densidad-baja/BAJA-76.txt
densidad-baja,BAJA-77,77,12,instancias/densidad-baja/BAJA-77.txt
densidad-baja,BAJA-78,78,13,instancias/densidad-baja/BAJA-78.txt
densidad-baja,BAJA-79,79,13,instancias/densidad-baja/BAJA-79.txt
densidad-baja,BAJA-80,80,13,instancias/densidad-baja/BAJA-80.txt
densidad-baja,BAJA-81,81,13,instancias/densidad-baja/BAJA-81.txt
densidad-baja,BAJA-82,82,13,instancias/densidad-baja/BAJA-82.txt
densidad-baja,BAJA-83,83,13,instancias/densidad-baja/BAJA-83.txt
densidad-baja,BAJA-84,84,14,instancias/densidad-baja/BAJA-84.txt
densidad-baja,BAJA-85,85,14,instancias/densidad-baja/BAJA-85.txt
densidad-baja,BAJA-86,86,14,instancias/densidad-baja/BAJA-86.txt
densidad-baja,BAJA-87,87,14,instancias/densidad-baja/BAJA-87.txt
densidad-baja,BAJA-88,88,14,instancias/densidad-baja/BAJA-88.txt
densidad-baja,BAJA-89,89,14,instancias/densidad-baja/BAJA-89.txt
densidad-baja,BAJA-90,90,15,instancias/densidad-baja/BAJA-90.txt
densidad-baja,BAJA-91,91,15,instancias/densidad-baja/BAJA-91.txt
densidad-baja,BAJA-92,92,15,instancias/densidad-baja/BAJA-92.txt
densidad-baja,BAJA-93,93,15,instancias/densidad-baja/BAJA-93.txt
densidad-baja,BAJA-94,94,15,instancias/densidad-baja/BAJA-94.txt
densidad-baja,BAJA-95,95,15,instancias/densidad-baja/BAJA-95.txt
densidad-baja,BAJA-96,96,16,instancias/densidad-baja/BAJA-96.txt
densidad-baja,BAJA-97,97,16,instancias/densidad-baja/BAJA-97.txt
densidad-baja,BAJA-98,98,16,instancias/densidad-baja/BAJA-98.txt
densidad-baja,BAJA-99,99,16,instancias/densidad-baja/BAJA-99.txt
densidad-baja,BAJA-100,100,16,instancias/densidad-baja/BAJA-100.txt
densidad-baja,BAJA-101,101,16,instancias/densidad-baja/BAJA-101.txt
densidad-baja,BAJA-102,102,17,instancias/densidad-baja/BAJA-102.txt
densidad-baja,BAJA-103,103,17,instancias/densidad-baja/BAJA-103.txt
densidad-baja,BAJA-104,104,17,instancias/densidad-baja/BAJA-104.txt
densidad-baja,BAJA-105,105,17,instancias/densidad-baja/BAJA-105.txt
densidad-baja,BAJA-106,106,17,instancias/densidad-baja/BAJA-106.txt
densidad-baja,BAJA-107,107,17,instancias/densidad-baja/BAJA-107.txt
densidad-baja,BAJA-108,108,18,instancias/densidad-baja/BAJA-108.txt
densidad-baja,BAJA-109,109,18,instancias/densidad-baja/BAJA-109.txt
densidad-baja,BAJA-110,110,18,instancias/densidad-baja/BAJA-110.txt
densidad-baja,BAJA-111,111,18,instancias/densidad-baja/BAJA-111.txt
densidad-baja,BAJA-112,112,18,instancias/densidad-baja/BAJA-112.txt
densidad-baja,BAJA-113,113,18,instancias/densidad-baja/BAJA-113.txt
densidad-baja,BAJA-114,114,19,instancias/densidad-baja/BAJA-114.txt
densidad-baja,BAJA-115,115,19,instancias/densidad-baja/BAJA-115.txt
densidad-baja,BAJA-116,116,19,instancias/densidad-baja/BAJA-116.txt
densidad-baja,BAJA-117,117,19,instancias/densidad-baja/BAJA-117.txt
densidad-baja,BAJA-118,118,19,instancias/densidad-baja/BAJA-118.txt
densidad-baja,BAJA-119,119,19,instancias/densidad-baja/BAJA-119.txt
densidad-baja,BAJA-120,120,20,instancias/densidad-baja/BAJA-120.txt
densidad-baja,BAJA-121,121,20,instancias/densidad-baja/BAJA-121.txt
densidad-baja,BAJA-122,122,20,instancias/densidad-baja/BAJA-122.txt
densidad-baja,BAJA-123,123,20,instancias/densidad-baja/BAJA-123.txt
densidad-baja,BAJA-124,124,20,instancias/densidad-baja/BAJA-124.txt
densidad-baja,BAJA-125,125,20,instancias/densidad-baja/BAJA-125.txt
densidad-baja,BAJA-126,126,21,instancias/densidad-baja/BAJA-126.txt
densidad-baja,BAJA-127,127,21,instancias/densidad-baja/BAJA-127.txt
densidad-baja,BAJA-128,128,21,instancias/densidad-baja/BAJA-128.txt
densidad-baja,BAJA-129,129,21,instancias/densidad-baja/BAJA-129.txt
densidad-baja,BAJA-130,130,21,instancias/densidad-baja/BAJA-130.txt
densidad-baja,BAJA-131,131,21,instancias/densidad-baja/BAJA-131.txt
densidad-baja,BAJA-132,132,22,instancias/densidad-baja/BAJA-132.txt
densidad-baja,BAJA-133,133,22,instancias/densidad-baja/BAJA-133.txt
densidad-baja,BAJA-134,134,22,instancias/densidad-baja/BAJA-134.txt
densidad-baja,BAJA-135,135,22,instancias/densidad-baja/BAJA-135.txt
densidad-baja,BAJA-136,136,22,instancias/densidad-baja/BAJA-136.txt
densidad-baja,BAJA-137,137,22,instancias/densidad-baja/BAJA-137.txt
densidad-baja,BAJA-138,138,23,instancias/densidad-baja/BAJA-138.txt
densidad-baja,BAJA-139,139,23,instancias/densidad-baja/BAJA-139.txt
densidad-baja,BAJA-140,140,23,instancias/densidad-baja/BAJA-140.txt
densidad-baja,BAJA-141,141,23,instancias/densidad-baja/BAJA-141.txt
densidad-baja,BAJA-142,142,23,instancias/densidad-baja/BAJA-142.txt
densidad-baja,BAJA-143,143,23,instancias/densidad-baja/BAJA-143.txt
densidad-baja,BAJA-144,144,24,instancias/densidad-baja/BAJA-144.txt
densidad-baja,BAJA-145,145,24,instancias/densidad-baja/BAJA-145.txt
densidad-baja,BAJA-146,146,24,instancias/densidad-baja/BAJA-146.txt
densidad-baja,BAJA-147,147,24,instancias/densidad-baja/BAJA-147.txt
densidad-baja,BAJA-148,148,24,instancias/densidad-baja/BAJA-148.txt
densidad-baja,BAJA-149,149,24,instancias/densidad-baja/BAJA-149.txt
densidad-baja,BAJA-150,150,25,instancias/densidad-baja/BAJA-150.txt
densidad-baja,BAJA-151,151,25,instancias/densidad-baja/BAJA-151.txt
densidad-baja,BAJA-152,152,25,instancias/densidad-baja/BAJA-152.txt
densidad-baja,BAJA-153,153,25,instancias/densidad-baja/BAJA-153.txt
densidad-baja,BAJA-154,154,25,instancias/densidad-baja/BAJA-154.txt
densidad-baja,BAJA-155,155,25,instancias/densidad-baja/BAJA-155.txt
densidad-baja,BAJA-156,156,26,instancias/densidad-baja/BAJA-156.txt
densidad-baja,BAJA-157,157,26,instancias/densidad-baja/BAJA-157.txt
densidad-baja,BAJA-158,158,26,instancias/densidad-baja/BAJA-158.txt
densidad-baja,BAJA-159,159,26,instancias/densidad-baja/BAJA-159.txt
densidad-baja,BAJA-160,160,26,instancias/densidad-baja/BAJA-160.txt
densidad-baja,BAJA-161,161,26,instancias/densidad-baja/BAJA-161.txt
densidad-baja,BAJA-162,162,27,instancias/densidad-baja/BAJA-162.txt
densidad-baja,BAJA-163,163,27,instancias/densidad-baja/BAJA-163.txt
densidad-baja,BAJA-164,164,27,instancias/densidad-baja/BAJA-164.txt
densidad-baja,BAJA-165,165,27,instancias/densidad-baja/BAJA-165.txt
densidad-baja,BAJA-166,166,27,instancias/densidad-baja/BAJA-166.txt
densidad-baja,BAJA-167,167,27,instancias/densidad-baja/BAJA-167.txt
densidad-baja,BAJA-168,168,28,instancias/densidad-baja/BAJA-168.txt
densidad-baja,BAJA-169,169,28,instancias/densidad-baja/BAJA-169.txt
densidad-baja,BAJA-170,170,28,instancias/densidad-baja/BAJA-170.txt
densidad-baja,BAJA-171,171,28,instancias/densidad-baja/BAJA-171.txt
densidad-baja,BAJA-172,172,28,instancias/densidad-baja/BAJA-172.txt
densidad-baja,BAJA-173,173,28,instancias/densidad-baja/BAJA-173.txt
densidad-baja,BAJA-174,174,29,instancias/densidad-baja/BAJA-174.txt
densidad-baja,BAJA-175,175,29,instancias/densidad-baja/BAJA-175.txt
densidad-baja,BAJA-176,176,29,instancias/densidad-baja/BAJA-176.txt
densidad-baja,BAJA-177,177,29,instancias/densidad-baja/BAJA-177.txt
densidad-baja,BAJA-178,178,29,instancias/densidad-baja/BAJA-178.txt
densidad-baja,BAJA-179,179,29,instancias/densidad-baja/BAJA-179.txt
densidad-baja,BAJA-180,180,30,instancias/densidad-baja/BAJA-180.txt
densidad-baja,BAJA-181,181,30,instancias/densidad-baja/BAJA-181.txt
densidad-baja,BAJA-182,182,30,instancias/densidad-baja/BAJA-182.txt
densidad-baja,BAJA-183,183,30,instancias/densidad-baja/BAJA-183.txt
densidad-baja,BAJA-184,184,30,instancias/densidad-baja/BAJA-184.txt
densidad-baja,BAJA-185,185,30,instancias/densidad-baja/BAJA-185.txt
densidad-baja,BAJA-186,186,31,instancias/densidad-baja/BAJA-186.txt
densidad-baja,BAJA-187,187,31,instancias/densidad-baja/BAJA-187.txt
densidad-baja,BAJA-188,188,31,instancias/densidad-baja/BAJA-188.txt
densidad-baja,BAJA-189,189,31,instancias/densidad-baja/BAJA-189.txt
densidad-baja,BAJA-190,190,31,instancias/densidad-baja/BAJA-190.txt
densidad-baja,BAJA-191,191,31,instancias/densidad-baja/BAJA-191.txt
densidad-baja,BAJA-192,192,32,instancias/densidad-baja/BAJA-192.txt
densidad-baja,BAJA-193,193,32,instancias/densidad-baja/BAJA-193.txt
densidad-baja,BAJA-194,194,32,instancias/densidad-baja/BAJA-194.txt
densidad-baja,BAJA-195,195,32,instancias/densidad-baja/BAJA-195.txt
densidad-baja,BAJA-196,196,32,instancias/densidad-baja/BAJA-196.txt
densidad-baja,BAJA-197,197,32,instancias/densidad-baja/BAJA-197.txt
densidad-baja,BAJA-198,198,33,instancias/densidad-baja/BAJA-198.txt
densidad-baja,BAJA-199,199,33,instancias/densidad-baja/BAJA-199.txt
densidad-baja,BAJA-200,200,33,instancias/densidad-baja/BAJA-200.txt
densidad-media,MEDIA-1,1,1,instancias/densidad-media/MEDIA-1.txt
densidad-media,MEDIA-2,2,3,instancias/densidad-media/MEDIA-2.txt
densidad-media,MEDIA-3,3,6,instancias/densidad-media/MEDIA-3.txt
densidad-media,MEDIA-4,4,10,instancias/densidad-media/MEDIA-4.txt
densidad-media,MEDIA-5,5,15,instancias/densidad-media/MEDIA-5.txt
densidad-media,MEDIA-6,6,21,instancias/densidad-media/MEDIA-6.txt
densidad-media,MEDIA-7,7,28,instancias/densidad-media/MEDIA-7.txt
densidad-media,MEDIA-8,8,36,instancias/densidad-media/MEDIA-8.txt
densidad-media,MEDIA-9,9,45,instancias/densidad-media/MEDIA-9.txt
densidad-media,MEDIA-10,10,55,instancias/densidad-media/MEDIA-10.txt
densidad-media,MEDIA-11,11,66,instancias/densidad-media/MEDIA-11.txt
densidad-media,MEDIA-12,12,78,instancias/densidad-media/MEDIA-12.txt
densidad-media,MEDIA-13,13,91,instancias/densidad-media/MEDIA-13.txt
densidad-media,MEDIA-14,14,105,instancias/densidad-media/MEDIA-14.txt
densidad-media,MEDIA-15,15,120,instancias/densidad-media/MEDIA-15.txt
densidad-media,MEDIA-16,16,136,instancias/densidad-media/MEDIA-16.txt
densidad-media,MEDIA-17,17,153,instancias/densidad-media/MEDIA-17.txt
densidad-media,MEDIA-18,18,171,instancias/densidad-media/MEDIA-18.txt
densidad-media,MEDIA-19,19,190,instancias/densidad-media/MEDIA-19.txt
densidad-media,MEDIA-20,20,210,instancias/densidad-media/MEDIA-20.txt
densidad-media,MEDIA-21,21,231,instancias/densidad-media/MEDIA-21.txt
densidad-media,MEDIA-22,22,253,instancias/densidad-media/MEDIA-22.txt
densidad-media,MEDIA-23,23,276,instancias/densidad-media/MEDIA-23.txt
densidad-media,MEDIA-24,24,300,instancias/densidad-media/MEDIA-24.txt
densidad-media,MEDIA-25,25,325,instancias/densidad-media/MEDIA-25.txt
densidad-media,MEDIA-26,26,351,instancias/densidad-media/MEDIA-26.txt
densidad-media,MEDIA-27,27,378,instancias/densidad-media/MEDIA-27.txt
densidad-media,MEDIA-28,28,406,instancias/densidad-media/MEDIA-28.txt
densidad-media,MEDIA-29,29,435,instancias/densidad-media/MEDIA-29.txt
densidad-media,MEDIA-30,30,465,instancias/densidad-media/MEDIA-30.txt
densidad-media,MEDIA-31,31,496,instancias/densidad-media/MEDIA-31.txt
densidad-media,MEDIA-32,32,528,instancias/densidad-media/MEDIA-32.txt
densidad-media,MEDIA-33,33,561,instancias/densidad-media/MEDIA-33.txt
densidad-media,MEDIA-34,34,595,instancias/densidad-media/MEDIA-34.txt
densidad-media,MEDIA-35,35,630,instancias/densidad-media/MEDIA-35.txt
densidad-media,MEDIA-36,36,666,instancias/densidad-media/MEDIA-36.txt
densidad-media,MEDIA-37,37,703,instancias/densidad-media/MEDIA-37.txt
densidad-media,MEDIA-38,38,741,instancias/densidad-media/MEDIA-38.txt
densidad-media,MEDIA-39,39,780,instancias/densidad-media/MEDIA-39.txt
densidad-media,MEDIA-40,40,820,instancias/densidad-media/MEDIA-40.txt
densidad-media,MEDIA-41,41,861,instancias/densidad-media/MEDIA-41.txt
densidad-media,MEDIA-42,42,903,instancias/densidad-media/MEDIA-42.txt
densidad-media,MEDIA-43,43,946,instancias/densidad-media/MEDIA-43.txt
densidad-media,MEDIA-44,44,990,instancias/densidad-media/MEDIA-44.txt
densidad-media,MEDIA-45,45,1035,instancias/densidad-media/MEDIA-45.txt
densidad-media,MEDIA-46,46,1081,instancias/densidad-media/MEDIA-46.txt
densidad-media,MEDIA-47,47,1128,instancias/densidad-media/MEDIA-47.txt
densidad-media,MEDIA-48,48,1176,instancias/densidad-media/MEDIA-48.txt
densidad-media,MEDIA-49,49,1225,instancias/densidad-media/MEDIA-49.txt
densidad-media,MEDIA-50,50,1275,instancias/densidad-media/MEDIA-50.txt
densidad-media,MEDIA-51,51,1326,instancias/densidad-media/MEDIA-51.txt
densidad-media,MEDIA-52,52,1378,instancias/densidad-media/MEDIA-52.txt
densidad-media,MEDIA-53,53,1431,instancias/densidad-media/MEDIA-53.txt
densidad-media,MEDIA-54,54,1485,instancias/densidad-media/MEDIA-54.txt
densidad-media,MEDIA-55,55,1540,instancias/densidad-media/MEDIA-55.txt
densidad-media,MEDIA-56,56,1596,instancias/densidad-media/MEDIA-56.txt
densidad-media,MEDIA-57,57,1653,instancias/densidad-media/MEDIA-57.txt
densidad-media,MEDIA-58,58,1711,instancias/densidad-media/MEDIA-58.txt
densidad-media,MEDIA-59,59,1770,instancias/densidad-media/MEDIA-59.txt
densidad-media,MEDIA-60,60,1830,instancias/densidad-media/MEDIA-60.txt
densidad-media,MEDIA-61,61,1891,instancias/densidad-media/MEDIA-61.txt
densidad-media,MEDIA-62,62,1953,instancias/densidad-media/MEDIA-62.txt
densidad-media,MEDIA-63,63,2016,instancias/densidad-media/MEDIA-63.txt
densidad-media,MEDIA-64,64,2080,instancias/densidad-media/MEDIA-64.txt
densidad-media,MEDIA-65,65,2145,instancias/densidad-media/MEDIA-65.txt
densidad-media,MEDIA-66,66,2211,instancias/densidad-media/MEDIA-66.txt
densidad-media,MEDIA-67,67,2278,instancias/densidad-media/MEDIA-67.txt
densidad-media,MEDIA-68,68,2346,instancias/densidad-media/MEDIA-68.txt
densidad-media,MEDIA-69,69,2415,instancias/densidad-media/MEDIA-69.txt
densidad-media,MEDIA-70,70,2485,instancias/densidad-media/MEDIA-70.txt
densidad-media,MEDIA-71,71,2556,instancias/densidad-media/MEDIA-71.txt
densidad-media,MEDIA-72,72,2628,instancias/densidad-media/MEDIA-72.txt
densidad-media,MEDIA-73,73,2701,instancias/densidad-media/MEDIA-73.txt
densidad-media,MEDIA-74,74,2775,instancias/densidad-media/MEDIA-74.txt
densidad-media,MEDIA-75,75,2850,instancias/densidad-media/MEDIA-75.txt
densidad-media,MEDIA-76,76,2926,instancias/densidad-media/MEDIA-76.txt
densidad-media,MEDIA-77,77,3003,instancias/densidad-media/MEDIA-77.txt
densidad-media,MEDIA-78,78,3081,instancias/densidad-media/MEDIA-78.txt
densidad-media,MEDIA-79,79,3160,instancias/densidad-media/MEDIA-79.txt
densidad-media,MEDIA-80,80,3240,instancias/densidad-media/MEDIA-80.txt
densidad-media,MEDIA-81,81,3321,instancias/densidad-media/MEDIA-81.txt
densidad-media,MEDIA-82,82,3403,instancias/densidad-media/MEDIA-82.txt
densidad-media,MEDIA-83,83,3486,instancias/densidad-media/MEDIA-83.txt
densidad-media,MEDIA-84,84,3570,instancias/densidad-media/MEDIA-84.txt
densidad-media,MEDIA-85,85,3655,instancias/densidad-media/MEDIA-85.txt
densidad-media,MEDIA-86,86,3741,instancias/densidad-media/MEDIA-86.txt
densidad-media,MEDIA-87,87,3828,instancias/densidad-media/MEDIA-87.txt
densidad-media,MEDIA-88,88,3916,instancias/densidad-media/MEDIA-88.txt
densidad-media,MEDIA-89,89,4005,instancias/densidad-media/MEDIA-89.txt
densidad-media,MEDIA-90,90,4095,instancias/densidad-media/MEDIA-90.txt
densidad-media,MEDIA-91,91,4186,instancias/densidad-media/MEDIA-91.txt
densidad-media,MEDIA-92,92,4278,instancias/densidad-media/MEDIA-92.txt
densidad-media,MEDIA-93,93,4371,instancias/densidad-media/MEDIA-93.txt
densidad-media,MEDIA-94,94,4465,instancias/densidad-media/MEDIA-94.txt
densidad-media,MEDIA-95,95,4560,instancias/densidad-media/MEDIA-95.txt
densidad-media,MEDIA-96,96,4656,instancias/densidad-media/MEDIA-96.txt
densidad-media,MEDIA-97,97,4753,instancias/densidad-media/MEDIA-97.txt
densidad-media,MEDIA-98,98,4851,instancias/densidad-media/MEDIA-98.txt
densidad-media,MEDIA-99,99,4950,instancias/densidad-media/MEDIA-99.txt
densidad-media,MEDIA-100,100,5050,instancias/densidad-media/MEDIA-100.txt
densidad-media,MEDIA-101,101,5151,instancias/densidad-media/MEDIA-101.txt
densidad-media,MEDIA-102,102,5253,instancias/densidad-media/MEDIA-102.txt
densidad-media,MEDIA-103,103,5356,instancias/densidad-media/MEDIA-103.txt
densidad-media,MEDIA-104,104,5460,instancias/densidad-media/MEDIA-104.txt
densidad-media,MEDIA-105,105,5565,instancias/densidad-media/MEDIA-105.txt
densidad-media,MEDIA-106,106,5671,instancias/densidad-media/MEDIA-106.txt
densidad-media,MEDIA-107,107,5778,instancias/densidad-media/MEDIA-107.txt
densidad-media,MEDIA-108,108,5886,instancias/densidad-media/MEDIA-108.txt
densidad-media,MEDIA-109,109,5995,instancias/densidad-media/MEDIA-109.txt
densidad-media,MEDIA-110,110,6105,instancias/densidad-media/MEDIA-110.txt
densidad-media,MEDIA-111,111,6216,instancias/densidad-media/MEDIA-111.txt
densidad-media,MEDIA-112,112,6328,instancias/densidad-media/MEDIA-112.txt
densidad-media,MEDIA-113,113,6441,instancias/densidad-media/MEDIA-113.txt
densidad-media,MEDIA-114,114,6555,instancias/densidad-media/MEDIA-114.txt
densidad-media,MEDIA-115,115,6670,instancias/densidad-media/MEDIA-115.txt
densidad-media,MEDIA-116,116,6786,instancias/densidad-media/MEDIA-116.txt
densidad-media,MEDIA-117,117,6903,instancias/densidad-media/MEDIA-117.txt
densidad-media,MEDIA-118,118,7021,instancias/densidad-media/MEDIA-118.txt
densidad-media,MEDIA-119,119,7140,instancias/densidad-media/MEDIA-119.txt
densidad-media,MEDIA-120,120,7260,instancias/densidad-media/MEDIA-120.txt
densidad-media,MEDIA-121,121,7381,instancias/densidad-media/MEDIA-121.txt
densidad-media,MEDIA-122,122,7503,instancias/densidad-media/MEDIA-122.txt
densidad-media,MEDIA-123,123,7626,instancias/densidad-media/MEDIA-123.txt
densidad-media,MEDIA-124,124,7750,instancias/densidad-media/MEDIA-124.txt
densidad-media,MEDIA-125,125,7875,instancias/densidad-media/MEDIA-125.txt
densidad-media,MEDIA-126,126,8001,instancias/densidad-media/MEDIA-126.txt
densidad-media,MEDIA-127,127,8128,instancias/densidad-media/MEDIA-127.txt
densidad-media,MEDIA-128,128,8256,instancias/densidad-media/MEDIA-128.txt
densidad-media,MEDIA-129,129,8385,instancias/densidad-media/MEDIA-129.txt
densidad-media,MEDIA-130,130,8515,instancias/densidad-media/MEDIA-130.txt
densidad-media,MEDIA-131,131,8646,instancias/densidad-media/MEDIA-131.txt
densidad-media,MEDIA-132,132,8778,instancias/densidad-media/MEDIA-132.txt
densidad-media,MEDIA-133,133,8911,instancias/densidad-media/MEDIA-133.txt
densidad-media,MEDIA-134,134,9045,instancias/densidad-media/MEDIA-134.txt
densidad-media,MEDIA-135,135,9180,instancias/densidad-media/MEDIA-135.txt
densidad-media,MEDIA-136,136,9316,instancias/densidad-media/MEDIA-136.txt
densidad-media,MEDIA-137,137,9453,instancias/densidad-media/MEDIA-137.txt
densidad-media,MEDIA-138,138,9591,instancias/densidad-media/MEDIA-138.txt
densidad-media,MEDIA-139,139,9730,instancias/densidad-media/MEDIA-139.txt
densidad-media,MEDIA-140,140,9870,instancias/densidad-media/MEDIA-140.txt
densidad-media,MEDIA-141,141,10011,instancias/densidad-media/MEDIA-141.txt
densidad-media,MEDIA-142,142,10153,instancias/densidad-media/MEDIA-142.txt
densidad-media,MEDIA-143,143,10296,instancias/densidad-media/MEDIA-143.txt
densidad-media,MEDIA-144,144,10440,instancias/densidad-media/MEDIA-144.txt
densidad-media,MEDIA-145,145,10585,instancias/densidad-media/MEDIA-145.txt
densidad-media,MEDIA-146,146,10731,instancias/densidad-media/MEDIA-146.txt
densidad-media,MEDIA-147,147,10878,instancias/densidad-media/MEDIA-147.txt
densidad-media,MEDIA-148,148,11026,instancias/densidad-media/MEDIA-148.txt
densidad-media,MEDIA-149,149,11175,instancias/densidad-media/MEDIA-149.txt
densidad-media,MEDIA-150,150,11325,instancias/densidad-media/MEDIA-150.txt
densidad-media,MEDIA-151,151,11476,instancias/densidad-media/MEDIA-151.txt
densidad-media,MEDIA-152,152,11628,instancias/densidad-media/MEDIA-152.txt
densidad-media,MEDIA-153,153,11781,instancias/densidad-media/MEDIA-153.txt
densidad-media,MEDIA-154,154,11935,instancias/densidad-media/MEDIA-154.txt
densidad-media,MEDIA-155,155,12090,instancias/densidad-media/MEDIA-155.txt
